time_s,speed_kmph,accn_mps2,dist_km,Fr,Far,Fac,Fb,Ft,m_pwr_kW,e_pwr_kW,m_energy_Wh,e_energy_Wh,m_Wh/km,e_Wh/km,pack_voltage_V,pack_current_A,pack_voltage_V_ir,pack_voltage_V_w_ir,pack_current_A_w_ir
0,0.0,0.0,0.0,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,345.6,0.0,0.0,345.6,0.0
1,2.0,0.0,0.0,51.3,0.09,0.0,0.0,51.39,0.03,0.04,0.0,0.0,14.28,17.84,345.6,0.1,0.02,345.58,0.1
2,0.0,-0.14,0.0,51.3,0.0,-36.81,0.0,14.49,0.0,0.0,0.01,0.01,14.28,17.84,345.6,0.0,0.0,345.6,0.0
3,1.0,0.14,0.0,51.3,0.02,36.81,0.0,88.13,0.02,0.03,0.01,0.01,16.32,20.4,345.6,0.09,0.02,345.58,0.09
4,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.02,0.02,17.19,21.49,345.6,0.05,0.01,345.59,0.05
5,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.02,0.03,16.54,20.67,345.6,0.05,0.01,345.59,0.05
6,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.02,0.03,16.12,20.15,345.6,0.05,0.01,345.59,0.05
7,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.03,0.04,15.83,19.79,345.6,0.05,0.01,345.59,0.05
8,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.03,0.04,15.62,19.53,345.6,0.05,0.01,345.59,0.05
9,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.04,0.05,15.46,19.33,345.6,0.05,0.01,345.59,0.05
10,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.04,0.05,15.34,19.17,345.6,0.05,0.01,345.59,0.05
11,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.04,0.06,15.23,19.04,345.6,0.05,0.01,345.59,0.05
12,1.0,-0.14,0.0,51.3,0.02,-36.81,0.0,14.52,0.0,0.01,0.05,0.06,14.7,18.38,345.6,0.01,0.0,345.6,0.01
13,0.0,-0.14,0.0,51.3,0.0,-36.81,0.0,14.49,0.0,0.0,0.05,0.06,14.26,17.82,345.6,0.0,0.0,345.6,0.0
14,0.0,0.14,0.0,51.3,0.0,36.81,0.0,88.11,0.0,0.0,0.05,0.06,14.26,17.82,345.6,0.0,0.0,345.6,0.0
15,1.0,0.0,0.0,51.3,0.02,0.0,0.0,51.32,0.01,0.02,0.05,0.06,14.26,17.82,345.6,0.05,0.01,345.59,0.05
16,0.0,-0.14,0.0,51.3,0.0,-36.81,0.0,14.49,0.0,0.0,0.05,0.06,14.26,17.82,345.6,0.0,0.0,345.6,0.0
17,0.0,0.42,0.0,51.3,0.0,110.42,0.0,161.72,0.0,0.0,0.05,0.06,14.26,17.82,345.6,0.0,0.0,345.6,0.0
18,3.0,0.69,0.0,51.3,0.2,184.03,0.0,235.53,0.2,0.25,0.08,0.1,19.55,24.44,345.6,0.71,0.15,345.45,0.71
19,5.0,1.39,0.01,51.3,0.56,368.06,0.0,419.92,0.58,0.73,0.19,0.23,36.39,45.49,345.6,2.11,0.44,345.16,2.11
20,13.0,1.25,0.01,51.3,3.8,331.25,0.0,386.35,1.4,1.74,0.46,0.58,60.45,75.57,345.6,5.05,1.05,344.55,5.06
21,14.0,0.0,0.01,51.3,4.41,0.0,0.0,55.71,0.22,0.27,0.69,0.86,60.2,75.25,345.6,0.78,0.16,345.44,0.78
22,13.0,-0.42,0.02,51.3,3.8,-110.42,0.0,-55.31,-0.2,-0.25,0.69,0.86,45.45,56.81,345.6,-0.72,-0.15,345.75,-0.72
23,11.0,-0.56,0.02,51.3,2.72,-147.22,0.0,-93.2,-0.28,-0.36,0.62,0.78,33.6,42.0,345.6,-1.03,-0.21,345.81,-1.03
24,9.0,-0.42,0.02,51.3,1.82,-110.42,0.0,-57.29,-0.14,-0.18,0.56,0.7,26.41,33.02,345.6,-0.52,-0.11,345.71,-0.52
25,8.0,-0.28,0.02,51.3,1.44,-73.61,0.0,-20.87,-0.05,-0.06,0.53,0.67,22.66,28.32,345.6,-0.17,-0.03,345.63,-0.17
26,7.0,-0.14,0.03,51.3,1.1,-36.81,0.0,15.6,0.03,0.04,0.53,0.67,20.73,25.91,345.6,0.11,0.02,345.58,0.11
27,7.0,-0.28,0.03,51.3,1.1,-73.61,0.0,-21.21,-0.04,-0.05,0.53,0.66,19.22,24.02,345.6,-0.15,-0.03,345.63,-0.15
28,5.0,-0.69,0.03,51.3,0.56,-184.03,0.0,-132.17,-0.18,-0.23,0.5,0.62,17.06,21.33,345.6,-0.66,-0.14,345.74,-0.66
29,2.0,-0.69,0.03,51.3,0.09,-184.03,0.0,-132.64,-0.07,-0.09,0.46,0.58,15.33,19.17,345.6,-0.27,-0.06,345.66,-0.27
30,0.0,-0.28,0.03,51.3,0.0,-73.61,0.0,-22.31,-0.0,-0.0,0.45,0.57,14.86,18.57,345.6,-0.0,-0.0,345.6,-0.0
31,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
32,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
33,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
34,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
35,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
36,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
37,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
38,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
39,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
40,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
41,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
42,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
43,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
44,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
45,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
46,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
47,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
48,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
49,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
50,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
51,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
52,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
53,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
54,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
55,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
56,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
57,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
58,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
59,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
60,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
61,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
62,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
63,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
64,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
65,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
66,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
67,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
68,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
69,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
70,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
71,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
72,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
73,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
74,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
75,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
76,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
77,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
78,0.0,0.0,0.03,51.3,0.0,0.0,0.0,51.3,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
79,0.0,0.14,0.03,51.3,0.0,36.81,0.0,88.11,0.0,0.0,0.45,0.57,14.86,18.57,345.6,0.0,0.0,345.6,0.0
80,1.0,0.97,0.03,51.3,0.02,257.64,0.0,308.96,0.09,0.11,0.47,0.58,15.18,18.97,345.6,0.31,0.06,345.54,0.31
81,7.0,2.08,0.03,51.3,1.1,552.08,0.0,604.49,1.18,1.47,0.64,0.8,20.16,25.2,345.6,4.25,0.88,344.72,4.26
82,16.0,3.06,0.03,51.3,5.76,809.72,0.0,866.78,3.85,4.82,1.34,1.67,38.27,47.84,345.6,13.93,2.9,342.7,14.05
83,29.0,4.31,0.04,51.3,18.92,1140.97,0.0,1211.19,9.76,12.2,3.23,4.04,78.29,97.87,345.6,35.29,7.34,338.26,36.06
84,47.0,5.0,0.05,51.3,49.7,1325.0,0.0,1426.0,18.62,23.27,7.17,8.96,138.41,173.01,345.6,67.34,14.01,331.59,70.18
85,65.0,4.17,0.07,51.3,95.06,1104.17,0.0,1250.53,22.58,28.22,12.89,16.12,191.39,239.23,345.6,81.67,16.99,328.61,85.89
86,77.0,3.47,0.09,51.3,133.4,920.14,0.0,1104.84,23.63,29.54,19.31,24.14,221.74,277.18,345.6,85.47,17.78,327.82,90.11
87,90.0,3.61,0.11,51.3,182.25,956.94,0.0,1190.49,29.76,37.2,26.73,33.41,242.35,302.94,345.6,107.65,22.39,323.21,115.1
88,103.0,3.06,0.14,51.3,238.7,809.72,0.0,1099.72,31.46,39.33,35.23,44.04,256.99,321.24,345.6,113.8,23.67,321.93,122.17
89,112.0,2.36,0.17,51.3,282.24,625.69,0.0,959.23,29.84,37.3,43.74,54.68,262.03,327.54,345.6,107.94,22.45,323.15,115.44
90,120.0,2.78,0.2,51.3,324.0,736.11,0.0,1111.41,37.05,46.31,53.03,66.29,266.28,332.85,345.6,134.0,27.87,317.73,145.75
91,132.0,2.78,0.23,51.3,392.04,736.11,0.0,1179.45,43.25,54.06,64.19,80.23,274.11,342.63,345.6,156.42,32.54,313.06,172.67
92,140.0,0.83,0.27,51.3,441.0,220.83,0.0,713.13,27.73,34.67,74.04,92.56,272.28,340.35,345.6,100.31,20.86,324.74,106.75
93,138.0,-1.81,0.31,51.3,428.49,-478.47,0.0,1.32,0.05,0.06,77.9,97.38,250.85,313.57,345.6,0.18,0.04,345.56,0.18
94,127.0,-3.19,0.35,51.3,362.9,-846.53,0.0,-432.33,-15.25,-19.06,75.79,94.74,218.2,272.74,345.6,-55.16,-11.47,357.07,-53.39
95,115.0,-3.61,0.38,51.3,297.56,-956.94,0.0,-608.08,-19.42,-24.28,70.98,88.72,186.3,232.88,345.6,-70.26,-14.61,360.21,-67.41
96,101.0,-4.03,0.41,51.3,229.52,-1067.36,0.0,-786.54,-22.07,-27.58,65.21,81.52,158.68,198.35,345.6,-79.81,-16.6,362.2,-76.16
97,86.0,-3.47,0.44,51.3,166.41,-920.14,0.0,-702.43,-16.78,-20.98,59.82,74.77,136.9,171.13,345.6,-60.69,-12.62,358.22,-58.55
98,76.0,-2.92,0.46,51.3,129.96,-772.92,0.0,-591.66,-12.49,-15.61,55.75,69.69,121.35,151.69,345.6,-45.18,-9.4,355.0,-43.98
99,65.0,-2.36,0.48,51.3,95.06,-625.69,0.0,-479.33,-8.65,-10.82,52.82,66.02,110.26,137.82,345.6,-31.3,-6.51,352.11,-30.72
100,59.0,-0.69,0.5,51.3,78.32,-184.03,0.0,-54.41,-0.89,-1.11,51.49,64.36,103.76,129.7,345.6,-3.22,-0.67,346.27,-3.22
101,60.0,0.83,0.51,51.3,81.0,220.83,0.0,353.13,5.89,7.36,52.18,65.23,101.77,127.21,345.6,21.29,4.43,341.17,21.56
102,65.0,2.22,0.53,51.3,95.06,588.89,0.0,735.25,13.28,16.59,54.85,68.56,103.45,129.32,345.6,48.02,9.99,335.61,49.44
103,76.0,4.17,0.55,51.3,129.96,1104.17,0.0,1285.43,27.14,33.92,60.46,75.57,109.98,137.47,345.6,98.15,20.42,325.18,104.31
104,95.0,5.69,0.57,51.3,203.06,1509.03,0.0,1763.39,46.53,58.17,70.69,88.36,123.27,154.08,345.6,168.31,35.01,310.59,187.28
105,117.0,5.69,0.6,51.3,308.0,1509.03,0.0,1868.33,60.72,75.9,85.59,106.98,141.95,177.44,345.6,219.62,45.68,299.92,253.07
106,136.0,4.86,0.64,51.3,416.16,1288.19,0.0,1755.65,66.32,82.91,103.23,129.04,161.79,202.24,345.6,239.89,49.9,295.7,280.37
107,152.0,4.17,0.68,51.3,519.84,1104.17,0.0,1675.31,70.74,88.42,122.27,152.83,180.32,225.4,345.6,255.84,53.22,292.38,302.41
108,166.0,3.61,0.72,51.3,620.01,956.94,0.0,1628.25,75.08,93.85,142.52,178.15,197.34,246.67,345.6,271.56,56.48,289.12,324.61
109,178.0,2.92,0.77,51.3,712.89,772.92,0.0,1537.11,76.0,95.0,163.5,204.38,212.34,265.43,345.6,274.89,57.18,288.42,329.38
110,187.0,2.36,0.82,51.3,786.8,625.69,0.0,1463.8,76.04,95.05,184.62,230.77,224.96,281.19,345.6,275.01,57.2,288.4,329.56
111,195.0,1.94,0.87,51.3,855.56,515.28,0.0,1422.14,77.03,96.29,205.88,257.35,235.63,294.53,345.6,278.62,57.95,287.65,334.75
112,201.0,1.94,0.93,51.3,909.02,515.28,0.0,1475.6,82.39,102.98,228.02,285.03,245.51,306.89,345.6,297.99,61.98,283.62,363.11
113,209.0,1.53,0.99,51.3,982.82,404.86,0.0,1438.98,83.54,104.43,251.07,313.83,254.71,318.39,345.6,302.16,62.85,282.75,369.32
114,212.0,1.11,1.04,51.3,1011.24,294.44,0.0,1356.98,79.91,99.89,273.77,342.21,262.19,327.74,345.6,289.03,60.12,285.48,349.9
115,217.0,1.25,1.1,51.3,1059.5,331.25,0.0,1442.05,86.92,108.65,296.94,371.17,269.03,336.29,345.6,314.39,65.39,280.21,387.77
116,221.0,-1.67,1.16,51.3,1098.92,-441.67,0.0,708.56,43.5,54.37,315.05,393.82,270.53,338.16,345.6,157.33,32.72,312.88,173.78
117,205.0,-4.86,1.22,51.3,945.56,-1288.19,0.0,-291.33,-16.59,-20.74,318.79,398.49,260.5,325.63,345.6,-60.0,-12.48,358.08,-57.91
118,186.0,-5.83,1.28,51.3,778.41,-1545.83,0.0,-716.12,-37.0,-46.25,311.35,389.19,243.61,304.51,345.6,-133.82,-27.84,373.44,-123.85
119,163.0,-6.67,1.33,51.3,597.8,-1766.67,0.0,-1117.56,-50.6,-63.25,299.18,373.98,225.54,281.92,345.6,-183.02,-38.07,383.67,-164.86
120,138.0,-6.11,1.37,51.3,428.49,-1619.44,0.0,-1139.65,-43.69,-54.61,286.09,357.61,209.08,261.35,345.6,-158.01,-32.87,378.47,-144.29
121,119.0,-4.86,1.4,51.3,318.62,-1288.19,0.0,-918.27,-30.35,-37.94,275.8,344.75,196.44,245.55,345.6,-109.79,-22.84,368.44,-102.98
122,103.0,-4.44,1.43,51.3,238.7,-1177.78,0.0,-887.78,-25.4,-31.75,268.06,335.07,186.82,233.52,345.6,-91.87,-19.11,364.71,-87.06
123,87.0,-3.75,1.46,51.3,170.3,-993.75,0.0,-772.15,-18.66,-23.33,261.94,327.42,179.26,224.07,345.6,-67.49,-14.04,359.64,-64.86
124,76.0,-2.78,1.48,51.3,129.96,-736.11,0.0,-554.85,-11.71,-14.64,257.72,322.15,173.68,217.1,345.6,-42.37,-8.81,354.41,-41.31
125,67.0,-2.5,1.5,51.3,101.0,-662.5,0.0,-510.2,-9.5,-11.87,254.78,318.47,169.43,211.78,345.6,-34.34,-7.14,352.74,-33.65
126,58.0,-0.97,1.52,51.3,75.69,-257.64,0.0,-130.65,-2.1,-2.63,253.16,316.45,166.43,208.04,345.6,-7.61,-1.58,347.18,-7.58
127,60.0,0.97,1.54,51.3,81.0,257.64,0.0,389.94,6.5,8.12,253.77,317.22,165.06,206.32,345.6,23.51,4.89,340.71,23.84
128,65.0,1.11,1.55,51.3,95.06,294.44,0.0,440.81,7.96,9.95,255.78,319.73,164.5,205.63,345.6,28.79,5.99,339.61,29.29
129,68.0,-0.14,1.57,51.3,104.04,-36.81,0.0,118.53,2.24,2.8,257.2,321.5,163.47,204.34,345.6,8.1,1.68,343.92,8.14
130,64.0,-1.25,1.59,51.3,92.16,-331.25,0.0,-187.79,-3.34,-4.17,257.05,321.31,161.49,201.87,345.6,-12.07,-2.51,348.11,-11.99
131,59.0,-1.11,1.61,51.3,78.32,-294.44,0.0,-164.82,-2.7,-3.38,256.21,320.26,159.26,199.07,345.6,-9.77,-2.03,347.63,-9.71
132,56.0,-0.28,1.62,51.3,70.56,-73.61,0.0,48.25,0.75,0.94,255.94,319.92,157.53,196.91,345.6,2.71,0.56,345.04,2.72
133,57.0,1.39,1.64,51.3,73.1,368.06,0.0,492.46,7.8,9.75,257.12,321.4,156.74,195.93,345.6,28.2,5.87,339.73,28.69
134,66.0,3.61,1.66,51.3,98.01,956.94,0.0,1106.25,20.28,25.35,261.02,326.28,157.48,196.85,345.6,73.36,15.26,330.34,76.74
135,83.0,5.14,1.68,51.3,155.0,1361.81,0.0,1568.11,36.15,45.19,268.86,336.08,160.21,200.26,345.6,130.76,27.2,318.4,141.93
136,103.0,4.44,1.7,51.3,238.7,1177.78,0.0,1467.78,41.99,52.49,279.72,349.64,164.15,205.19,345.6,151.89,31.59,314.01,167.17
137,115.0,2.78,1.73,51.3,297.56,736.11,0.0,1084.97,34.66,43.32,290.36,362.95,167.42,209.28,345.6,125.36,26.07,319.53,135.59
138,123.0,2.5,1.77,51.3,340.4,662.5,0.0,1054.2,36.02,45.02,300.18,375.22,169.85,212.31,345.6,130.28,27.1,318.5,141.36
139,133.0,2.78,1.8,51.3,398.0,736.11,0.0,1185.41,43.79,54.74,311.26,389.08,172.64,215.81,345.6,158.4,32.95,312.65,175.09
140,143.0,2.5,1.84,51.3,460.1,662.5,0.0,1173.9,46.63,58.29,323.82,404.78,175.87,219.84,345.6,168.66,35.08,310.52,187.71
141,151.0,2.08,1.88,51.3,513.02,552.08,0.0,1116.41,46.83,58.53,336.8,421.0,178.95,223.69,345.6,169.37,35.23,310.37,188.59
142,158.0,0.83,1.93,51.3,561.69,220.83,0.0,833.82,36.6,45.74,348.39,435.49,180.98,226.23,345.6,132.36,27.53,318.07,143.82
143,157.0,0.56,1.97,51.3,554.6,147.22,0.0,753.12,32.84,41.06,358.03,447.54,181.86,227.32,345.6,118.8,24.71,320.89,127.94
144,162.0,1.94,2.01,51.3,590.49,515.28,0.0,1157.07,52.07,65.09,369.83,462.28,183.71,229.64,345.6,188.32,39.17,306.43,212.4
145,171.0,2.64,2.06,51.3,657.92,699.31,0.0,1408.53,66.91,83.63,386.35,482.94,187.61,234.52,345.6,241.99,50.33,295.27,283.24
146,181.0,2.5,2.11,51.3,737.12,662.5,0.0,1450.92,72.95,91.19,405.77,507.22,192.48,240.59,345.6,263.85,54.88,290.72,313.66
147,189.0,0.97,2.16,51.3,803.72,257.64,0.0,1112.66,58.41,73.02,424.02,530.02,196.34,245.43,345.6,211.28,43.95,301.65,242.06
148,188.0,-2.92,2.21,51.3,795.24,-772.92,0.0,73.62,3.84,4.81,432.67,540.83,195.6,244.51,345.6,13.91,2.89,342.71,14.02
149,168.0,-6.53,2.26,51.3,635.04,-1729.86,0.0,-1043.52,-48.7,-60.87,426.44,533.05,188.57,235.72,345.6,-176.13,-36.64,382.24,-159.25
150,141.0,-7.08,2.3,51.3,447.32,-1877.08,0.0,-1378.46,-53.99,-67.49,412.18,515.22,178.87,223.59,345.6,-195.28,-40.62,386.22,-174.74
151,117.0,-5.69,2.34,51.3,308.0,-1509.03,0.0,-1149.73,-37.37,-46.71,399.49,499.36,170.71,213.39,345.6,-135.15,-28.11,373.71,-124.98
152,100.0,-4.31,2.37,51.3,225.0,-1140.97,0.0,-864.67,-24.02,-30.02,390.96,488.7,164.94,206.18,345.6,-86.87,-18.07,363.67,-82.56
153,86.0,-3.61,2.4,51.3,166.41,-956.94,0.0,-739.23,-17.66,-22.07,385.17,481.47,160.75,200.94,345.6,-63.87,-13.29,358.89,-61.51
154,74.0,-1.81,2.42,51.3,123.21,-478.47,0.0,-303.96,-6.25,-7.81,381.85,477.32,157.9,197.37,345.6,-22.6,-4.7,350.3,-22.3
155,73.0,2.08,2.44,51.3,119.9,552.08,0.0,723.29,14.67,18.33,383.02,478.78,157.06,196.32,345.6,53.05,11.03,334.57,54.8
156,89.0,4.86,2.46,51.3,178.22,1288.19,0.0,1517.72,37.52,46.9,390.27,487.84,158.57,198.21,345.6,135.71,28.23,317.37,147.78
157,108.0,5.56,2.49,51.3,262.44,1472.22,0.0,1785.96,53.58,66.97,402.92,503.65,161.91,202.38,345.6,193.79,40.31,305.29,219.38
158,129.0,4.58,2.52,51.3,374.42,1214.58,0.0,1640.31,58.78,73.47,418.53,523.16,165.98,207.48,345.6,212.59,44.22,301.38,243.78
159,141.0,1.11,2.56,51.3,447.32,294.44,0.0,793.07,31.06,38.83,431.01,538.76,168.43,210.53,345.6,112.35,23.37,322.23,120.49
160,137.0,-1.81,2.6,51.3,422.3,-478.47,0.0,-4.87,-0.19,-0.23,435.29,544.12,167.57,209.47,345.6,-0.67,-0.14,345.74,-0.67
161,128.0,-2.5,2.63,51.3,368.64,-662.5,0.0,-242.56,-8.62,-10.78,434.07,542.59,164.77,205.96,345.6,-31.19,-6.49,352.09,-30.62
162,119.0,-1.53,2.67,51.3,318.62,-404.86,0.0,-34.94,-1.15,-1.44,432.71,540.89,162.14,202.68,345.6,-4.18,-0.87,346.47,-4.17
163,117.0,0.56,2.7,51.3,308.0,147.22,0.0,506.52,16.46,20.58,434.84,543.55,160.96,201.2,345.6,59.54,12.38,333.22,61.75
164,123.0,1.11,2.73,51.3,340.4,294.44,0.0,686.15,23.44,29.3,440.38,550.48,161.02,201.28,345.6,84.79,17.64,327.96,89.35
165,125.0,-0.42,2.77,51.3,351.56,-110.42,0.0,292.45,10.15,12.69,445.05,556.31,160.71,200.88,345.6,36.73,7.64,337.96,37.56
166,120.0,-0.83,2.8,51.3,324.0,-220.83,0.0,154.47,5.15,6.44,447.17,558.97,159.51,199.39,345.6,18.62,3.87,341.73,18.83
167,119.0,0.42,2.84,51.3,318.62,110.42,0.0,480.34,15.88,19.85,450.09,562.62,158.68,198.35,345.6,57.43,11.95,333.65,59.48
168,123.0,0.69,2.87,51.3,340.4,184.03,0.0,575.73,19.67,24.59,455.03,568.79,158.54,198.17,345.6,71.15,14.8,330.8,74.33
169,124.0,-0.56,2.9,51.3,345.96,-147.22,0.0,250.04,8.61,10.77,458.96,573.7,158.02,197.52,345.6,31.15,6.48,339.12,31.75
170,119.0,-0.69,2.94,51.3,318.62,-184.03,0.0,185.89,6.14,7.68,461.01,576.26,156.9,196.13,345.6,22.23,4.62,340.98,22.53
171,119.0,0.14,2.97,51.3,318.62,36.81,0.0,406.73,13.44,16.81,463.73,579.66,156.07,195.09,345.6,48.63,10.11,335.49,50.09
